PDFURL,出題形式,解答形式,単元（新）,対応する画像ファイル名
本誌_高校リード_英語１.pdf,文法,記述式,動名詞 > 動詞の目的語が動名詞か不定詞か,14_211_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,"動名詞 > 受け身の動名詞, 動名詞 > 完了形の動名詞, 動名詞 > 動名詞の意味上の主語",14_212_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,動名詞 > 動名詞の意味上の主語,14_213_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,動名詞 > 動名詞の慣用表現,14_214_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,動名詞 > 動名詞の慣用表現,14_215_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,動名詞 > 動名詞の用法,14_216_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,動名詞 > 動名詞の用法,14_217_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,動名詞 > 動名詞の慣用表現,14_218_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,動名詞 > 動詞の目的語が動名詞か不定詞か,14_219_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,動名詞 > 動名詞の意味上の主語,14_220_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,動名詞 > 受け身の動名詞,14_221_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,動名詞 > 動名詞の用法,14_222_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,動名詞 > 動名詞の慣用表現,14_223_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,動名詞 > 動名詞の慣用表現,14_224_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,動名詞 > 動詞の目的語が動名詞か不定詞か,14_225_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動名詞 > 動名詞の用法,動名詞 > 動名詞の意味上の主語",14_226_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,"動名詞 > 動名詞の慣用表現,動名詞 > 動名詞の意味上の主語",14_227_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動名詞 > 動名詞の意味上の主語,動名詞 > 動名詞の用法,動名詞 > 動名詞の慣用表現",14_228_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動名詞 > 動名詞の用法,動名詞 > 動詞の目的語が動名詞か不定詞か,動名詞 > 動名詞の慣用表現,動名詞 > 動名詞の意味上の主語",14_229_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動名詞 > 動名詞の用法,動名詞 > 動詞の目的語が動名詞か不定詞か,動名詞 > 動名詞の慣用表現,動名詞 > 動名詞の意味上の主語,動名詞 > 受け身の動名詞",14_230_1.webp
本誌_高校リード_英語１.pdf,"文法, 和文英訳?",記述式,"動名詞 > 動名詞の用法,動名詞 > 動名詞の慣用表現",14_231_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,"動名詞 > 動名詞の用法,動名詞 > 動詞の目的語が動名詞か不定詞か",14_232_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,動名詞 > 動名詞の用法,14_233_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,動名詞 > 動名詞の慣用表現,14_234_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,動名詞 > 動名詞の用法,14_235_1.webp
本誌_高校リード_英語１.pdf,理由の説明?,記述式,動名詞 > 動名詞の慣用表現,14_236_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,"分詞 > 現在分詞・過去分詞の前置修飾, 分詞 > 現在分詞・過去分詞の後置修飾",14_237_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 現在分詞・過去分詞の前置修飾, 分詞 > 現在分詞・過去分詞の後置修飾",14_238_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,"分詞 > 現在分詞・過去分詞の前置修飾, 分詞 > 現在分詞・過去分詞の後置修飾",14_239_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 現在分詞・過去分詞の前置修飾, 分詞 > 現在分詞・過去分詞の後置修飾",14_240_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,分詞 > SVO＋分詞,14_241_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > SVO＋分詞,14_242_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,分詞 > 分詞を含む重要表現,14_243_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_244_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_245_1.webp
本誌_高校リード_英語１.pdf,"文法, 和文英訳?",記述式,"分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_246_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,"分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_247_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_248_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 知覚動詞＋O＋分詞,14_249_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 使役動詞＋O＋分詞,14_250_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,分詞 > 知覚動詞＋O＋分詞,14_251_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 分詞を含む重要表現,14_252_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 分詞を含む重要表現,14_253_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,分詞 > 分詞構文の形,14_254_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 分詞構文の形,14_255_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,"分詞 > 分詞構文の形,分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_256_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾,分詞 > 知覚動詞＋O＋分詞,分詞 > 使役動詞＋O＋分詞",14_257_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,"分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_258_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 分詞構文の形,分詞 > 現在分詞・過去分詞の前置修飾,分詞 > 現在分詞・過去分詞の後置修飾",14_259_1.webp
本誌_高校リード_英語１.pdf,"文法, 和文英訳?",記述式,"分詞 > 分詞を含む重要表現,分詞 > 分詞構文の形,分詞 > 知覚動詞＋O＋分詞,分詞 > 使役動詞＋O＋分詞",14_260_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,選択式,分詞 > 分詞構文の形,14_261_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,分詞 > 現在分詞・過去分詞の後置修飾,14_262_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,分詞 > 分詞構文の形,14_263_1.webp
本誌_高校リード_英語１.pdf,理由の説明?,記述式,分詞 > 現在分詞・過去分詞の後置修飾,14_264_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,分詞 > 現在分詞・過去分詞の後置修飾,14_265_1.webp
本誌_高校リード_英語１.pdf,理由の説明?,記述式,分詞 > 分詞を含む重要表現,14_266_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,"動詞と時制 > 使役動詞, 不定詞 > 使役動詞＋O＋動詞の原形",14_267_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_268_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,動詞と時制 > 知覚動詞,14_269_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形",14_270_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,分詞 > 知覚動詞＋O＋分詞,14_271_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 知覚動詞＋O＋分詞,14_272_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_273_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_274_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_275_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_276_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,"動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形",14_277_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形",14_278_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 知覚動詞＋O＋分詞,14_279_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,"動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形,分詞 > 知覚動詞＋O＋分詞",14_280_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_281_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形",14_282_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形,動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形",14_283_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,分詞 > 知覚動詞＋O＋分詞,14_284_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形,動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形",14_285_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_286_1.webp
本誌_高校リード_英語１.pdf,"文法, 和文英訳?",記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_287_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_288_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_289_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,分詞 > 知覚動詞＋O＋分詞,14_290_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,"動詞と時制 > 知覚動詞,不定詞 > 知覚動詞＋O＋動詞の原形",14_291_1.webp
本誌_高校リード_英語１.pdf,理由の説明?,記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_292_1.webp
本誌_高校リード_英語１.pdf,長文（短め）?,記述式,"動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形",14_293_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,分詞 > 分詞構文の形,14_294_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,分詞 > 分詞構文の形,14_295_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,"分詞 > 完了形の分詞構文, 分詞 > 否定の分詞構文",14_296_1.webp
本誌_高校リード_英語１.pdf,要点整理?,,分詞 > 独立分詞構文,14_297_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 否定の分詞構文,分詞 > 完了形の分詞構文",14_298_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,分詞 > 分詞構文の形,14_299_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 分詞構文の形,14_300_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,分詞 > 分詞構文の形,14_301_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 否定の分詞構文,分詞 > 完了形の分詞構文",14_302_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,分詞 > 分詞構文の形,14_303_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,"分詞 > 否定の分詞構文,分詞 > 完了形の分詞構文",14_304_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,分詞 > 独立分詞構文,14_305_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,分詞 > 分詞構文の形,14_306_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"分詞 > 分詞構文の形,分詞 > 否定の分詞構文",14_307_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,"分詞 > 分詞構文の形,分詞 > 否定の分詞構文",14_308_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"分詞 > 分詞構文の形,分詞 > 否定の分詞構文",14_309_1.webp
本誌_高校リード_英語１.pdf,"文法, 英文和訳?",記述式,分詞 > 分詞構文の形,14_310_1.webp
本誌_高校リード_英語１.pdf,"文法, 言い換え?",記述式,"分詞 > 分詞構文の形,分詞 > 否定の分詞構文",14_311_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 分詞構文の形,分詞 > 否定の分詞構文,分詞 > 独立分詞構文",14_312_1.webp
本誌_高校リード_英語１.pdf,文法,記述式,"分詞 > 分詞構文の形,分詞 > 完了形の分詞構文,分詞 > 独立分詞構文",14_313_1.webp
本誌_高校リード_英語１.pdf,"文法, 和文英訳?",記述式,"分詞 > 分詞構文の形,分詞 > 否定の分詞構文,分詞 > 完了形の分詞構文,分詞 > 独立分詞構文",14_314_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,分詞 > 分詞構文の形,14_315_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,分詞 > 分詞構文の形,14_316_1.webp
本誌_高校リード_英語１.pdf,英文和訳?,記述式,分詞 > 独立分詞構文,14_317_1.webp
本誌_高校リード_英語１.pdf,理由の説明?,記述式,分詞 > 分詞構文の形,14_318_1.webp
本誌_高校リード_英語１.pdf,要約?,記述式,分詞 > 完了形の分詞構文,14_319_1.webp
本誌_高校リード_英語１.pdf,文法,選択式,"分詞 > 現在分詞・過去分詞の後置修飾,動名詞 > 動詞の目的語が動名詞か不定詞か,動詞と時制 > 使役動詞,不定詞 > 使役動詞＋O＋動詞の原形,分詞 > 分詞構文の形",14_320_1.webp
